step,wealth
691,31759.22201426691
692,32134.699873407568
693,30932.111440722332
694,31045.244425921344
695,30881.793986583998
696,31169.725707543028
697,31721.161240634756
698,31869.896391378938
699,31583.466918249545
700,31562.746358916615
701,31440.91429229654
702,31708.733032525783
703,31965.48834717588
704,31810.84197751075
705,32495.038184059984
706,32934.66400488212
707,33103.60830265235
708,33060.506141881255
709,32905.36158128782
710,32915.9717871221
711,33312.26740625418
712,33205.27370707625
713,33395.374124019065
714,32979.88279294393
715,32989.31783714354
716,32870.55139847042
717,32133.247400088563
718,31923.37177411787
719,32295.710841144122
720,31052.5882264418
721,31240.963332084502
722,31232.16814700183
723,31919.54152085928
724,32561.48012561549
725,32463.33605115453
726,33744.94482280228
727,34318.06474278298
728,34765.93289436241
729,34811.08560939647
730,35119.09982804828
731,35469.65000561067
732,34518.42550760293
733,35055.23049348539
734,34583.37298597339
735,32082.240446013784
736,31392.948375800934
737,32605.00959239836
738,32633.67894799874
739,32018.561399676917
740,31350.571655714208
741,30606.858196667534
742,30116.847299993846
743,30322.773663287408
744,30735.32805184697
745,31274.256376911926
746,30671.20020239354
747,30447.497893796626
748,31113.398204356443
749,31384.760373938465
750,31556.09344946661
751,32346.23492232785
752,32246.30113717442
753,31915.943454573728
754,31085.592562459657
755,30587.394993770726
756,30938.567688789673
757,31081.65315543763
758,31243.779448061487
759,30066.28941748358
760,28633.905606660745
761,29275.30684813111
762,28536.07073240405
763,29113.610155395723
764,28804.912368596586
765,29483.3210472651
766,29840.66683929133
767,28984.16371243663
768,28606.2349514748
769,28047.705566519435
770,26515.659359682413
771,26837.11152198433
772,26448.9411924346
773,25857.321153400142
774,26096.273146060885
775,25676.583024768523
776,24282.366567975907
777,23846.48617825282
778,23722.20133525411
779,24319.018391391568
780,24726.17609890863
781,24464.660267169893
782,25338.601244333757
783,25552.403448693945
784,25449.716853948084
785,25460.561270977385
