step,wealth
399,26340.21219524222
400,26420.40250533513
401,27662.347564645796
402,30355.004435760853
403,30098.74547671515
404,30984.998537146224
405,29823.156453950338
406,31099.650724316038
407,30925.840615560173
408,30681.515637035835
409,30918.54462469571
410,31527.563992616317
411,31194.227942575886
412,30524.03738412704
413,30451.45172276708
414,30762.989729627574
415,30837.320505975356
416,29251.98504366624
417,28898.91789785417
418,30122.174798267723
419,30024.690102651948
420,30587.23758765368
421,30267.823309853913
422,30527.4095946271
423,30080.270969160945
424,30123.1835880608
425,30978.932351884945
426,30289.12863768909
427,31314.863974724096
428,31315.68663138291
429,31724.397923509343
430,30509.591306059843
431,30271.531263682093
432,29586.831686182704
433,29756.48099581419
434,30174.774498921477
435,30149.100539670864
436,31006.91413543623
437,31517.30553676281
438,31550.248200876733
439,29683.131183232246
440,28916.53745347689
441,28995.024846336535
442,28837.037010918386
443,28201.34816536688
444,28076.91886935955
445,29235.76545222904
446,29419.79762485492
447,28362.99161970061
448,27876.03295119562
449,27981.90009236569
450,27848.095817285495
451,27582.73161323235
452,27815.758530351457
453,28109.11426940564
454,28834.15263072254
455,29195.12850493066
456,29179.41862266933
457,29202.795977344478
458,30299.707209735418
459,28729.446609126444
460,28166.956862265284
461,27398.03135504993
462,28047.180189661165
463,28007.211205002044
464,27984.05457477679
465,27992.37137672389
466,28071.87856018081
467,28080.7503652041
468,28126.243605701336
469,27938.66276046832
470,27924.22493837955
471,27022.28282501543
472,27268.96459910729
473,28351.04713273715
474,27677.18393666075
475,27759.064191910464
476,27987.571566393806
477,27959.565594202464
478,27411.63322014177
479,27252.383202914025
480,27050.02968971337
481,27059.03640716908
482,27327.006945309866
483,26712.135866771296
484,26251.94087367565
485,25466.50621404422
486,26417.370463483396
487,25480.401985544977
488,25151.193949626482
489,25150.238892551228
490,25145.511332036396
491,25142.67481981604
492,25145.517450280982
493,25223.346491465338
494,25120.305907851853
495,25294.899634113757
496,25239.87031234255
497,25470.022036406415
498,25488.660902804833
499,25118.91260959861
500,25013.790754068465
501,24952.643542181475
502,25237.27922514877
503,25676.960866727244
504,25093.73194588321
505,25211.50554501344
506,25132.064517863284
507,23831.39961731396
508,23121.779910642374
509,21948.85626575303
510,22041.611707862066
511,21955.253488864808
512,22382.73947321344
513,24424.3813890382
514,22206.09300749952
515,22502.504392269188
516,23363.347127538214
517,23192.095393124582
518,22347.013048331995
519,22194.99398470431
520,20716.102844712015
521,20177.373215566247
522,21260.352037772744
523,21153.08075248785
524,21496.495969125186
525,21839.97902848246
526,21862.40824594534
527,21792.69296106728
528,22183.95240160785
529,21822.927262209807
530,22050.958413886314
531,22088.165531188184
532,22085.690018600093
533,22116.02068405241
534,21829.363495017253
535,21650.239773044188
536,21656.158831627774
537,21729.604739948896
538,21697.686626833558
539,20983.19123384964
540,21206.320559938114
541,21242.643874241585
542,21217.527018372486
543,20888.519921235827
544,21225.349531148684
545,21148.748288276605
546,21057.373947747223
547,21102.513344145278
548,21795.57242816388
549,21656.82450872899
550,20831.32967734246
551,22485.108305794332
552,21667.732918504913
553,21167.98725425212
554,21640.39385001888
555,21230.00862086348
556,21446.41889778683
557,21223.70582362692
558,21316.059787187598
559,21533.5717342379
560,21420.415799416092
561,21575.239445005765
562,21603.347106956684
563,22189.9868894008
564,23643.096205844424
565,23708.089462071533
566,23769.920485096023
567,23965.636114714725
568,23947.014544681915
569,23720.233722113804
570,24027.881647317907
571,23851.677756360168
572,23860.17154488678
573,23715.074361682913
574,23681.706097346207
575,23431.556274182953
576,23043.29909123549
577,23148.62343805203
578,23645.190706063466
579,23701.26631205501
580,25171.37062058732
581,25105.306546148393
582,25522.508869691665
583,25378.281581192907
584,25061.00954764191
585,25389.585240949706
586,25235.469756784074
587,25285.439740353646
588,25223.12678008073
589,25150.34173266208
590,25931.396031515655
591,25725.99348574955
592,26013.033025701796
593,26706.93209929141
594,27188.403708188605
595,26099.16658973157
596,26221.32902335944
597,26522.26853021646
598,26620.594399855723
599,26511.95318322058
600,26220.33608110434
601,25689.49153256226
602,25286.768294727368
603,25441.789289755445
604,25687.14902242419
605,25742.869683063727
606,25633.457388382718
607,25462.58260340148
608,24683.48532876954
609,25358.09369766624
610,25654.00099497619
611,25697.206427244924
612,26767.751136420047
613,26758.802183967768
614,26374.883250303632
615,25697.07072512789
616,25736.319074004
617,25585.82452616708
618,25605.131025308616
619,25905.31595333087
620,25367.176111473284
621,25435.523896171835
622,25387.20856558128
623,25051.6219159144
624,24795.16608061209
625,24722.539142694615
626,25821.571761385385
627,25935.745182203256
628,26255.530048915953
629,26157.217366632452
630,26188.60618513767
631,26247.05552236036
632,26504.490968524136
633,26196.983005739523
634,25843.213053073105
635,26604.75509748824
636,26796.804496284898
637,26399.517239415152
638,26447.574659865393
639,26691.03019961389
640,26462.263488832006
641,26620.713905926543
642,27195.088958553293
643,28310.415326213617
644,28681.368690077317
645,28661.40590663183
646,29068.738188957064
647,29247.2112820139
648,28737.02626675171
649,28970.631391034305
650,29104.83875480243
651,28789.219316770275
652,28773.78409217989
653,28617.417585440027
654,28651.247879400285
655,29268.105977823667
656,28963.97208725998
657,28869.43939673028
658,28690.3247116418
659,28766.19252540969
660,29129.991847005553
661,28755.937691026254
662,28755.369971073214
663,28733.18054558644
664,28223.18308468548
665,27622.392617190944
666,27428.372815983013
667,27837.428626212608
668,28044.844494313184
669,27817.160366724987
670,28032.385890432226
671,28627.691728051126
672,28430.103279601317
